"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"14/09/2025 15:30 - 14/09/2025 16:00","CTA|NIE","807.00","N/A"
"14/09/2025 16:00 - 14/09/2025 16:30","CTA|NIE","802.00","N/A"
"14/09/2025 16:30 - 14/09/2025 17:00","CTA|NIE","798.00","N/A"
"14/09/2025 17:00 - 14/09/2025 17:30","CTA|NIE","811.00","N/A"
"14/09/2025 17:30 - 14/09/2025 18:00","CTA|NIE","825.00","N/A"
"14/09/2025 18:00 - 14/09/2025 18:30","CTA|NIE","873.00","N/A"
"14/09/2025 18:30 - 14/09/2025 19:00","CTA|NIE","927.00","N/A"
"14/09/2025 19:00 - 14/09/2025 19:30","CTA|NIE","914.00","N/A"
"14/09/2025 19:30 - 14/09/2025 20:00","CTA|NIE","892.00","N/A"
"14/09/2025 20:00 - 14/09/2025 20:30","CTA|NIE","874.00","N/A"
"14/09/2025 20:30 - 14/09/2025 21:00","CTA|NIE","854.00","N/A"
"14/09/2025 21:00 - 14/09/2025 21:30","CTA|NIE","861.00","N/A"
"14/09/2025 21:30 - 14/09/2025 22:00","CTA|NIE","865.00","N/A"
"14/09/2025 22:00 - 14/09/2025 22:30","CTA|NIE","824.00","N/A"
"14/09/2025 22:30 - 14/09/2025 23:00","CTA|NIE","780.00","N/A"
"14/09/2025 23:00 - 14/09/2025 23:30","CTA|NIE","723.00","N/A"
"14/09/2025 23:30 - 15/09/2025 00:00","CTA|NIE","673.00","N/A"
"15/09/2025 00:00 - 15/09/2025 00:30","CTA|NIE","636.00","N/A"
"15/09/2025 00:30 - 15/09/2025 01:00","CTA|NIE","595.00","N/A"
"15/09/2025 01:00 - 15/09/2025 01:30","CTA|NIE","567.00","N/A"
"15/09/2025 01:30 - 15/09/2025 02:00","CTA|NIE","547.00","N/A"
"15/09/2025 02:00 - 15/09/2025 02:30","CTA|NIE","535.00","N/A"
"15/09/2025 02:30 - 15/09/2025 03:00","CTA|NIE","529.00","N/A"
"15/09/2025 03:00 - 15/09/2025 03:30","CTA|NIE","522.00","N/A"
"15/09/2025 03:30 - 15/09/2025 04:00","CTA|NIE","539.00","N/A"
"15/09/2025 04:00 - 15/09/2025 04:30","CTA|NIE","532.00","N/A"
"15/09/2025 04:30 - 15/09/2025 05:00","CTA|NIE","526.00","N/A"
"15/09/2025 05:00 - 15/09/2025 05:30","CTA|NIE","529.00","N/A"
"15/09/2025 05:30 - 15/09/2025 06:00","CTA|NIE","530.00","N/A"
"15/09/2025 06:00 - 15/09/2025 06:30","CTA|NIE","541.00","N/A"
"15/09/2025 06:30 - 15/09/2025 07:00","CTA|NIE","566.00","N/A"
"15/09/2025 07:00 - 15/09/2025 07:30","CTA|NIE","599.00","N/A"
"15/09/2025 07:30 - 15/09/2025 08:00","CTA|NIE","664.00","N/A"
"15/09/2025 08:00 - 15/09/2025 08:30","CTA|NIE","747.00","N/A"
"15/09/2025 08:30 - 15/09/2025 09:00","CTA|NIE","845.00","N/A"
"15/09/2025 09:00 - 15/09/2025 09:30","CTA|NIE","916.00","N/A"
"15/09/2025 09:30 - 15/09/2025 10:00","CTA|NIE","951.00","N/A"
"15/09/2025 10:00 - 15/09/2025 10:30","CTA|NIE","978.00","N/A"
"15/09/2025 10:30 - 15/09/2025 11:00","CTA|NIE","992.00","N/A"
"15/09/2025 11:00 - 15/09/2025 11:30","CTA|NIE","980.00","N/A"
"15/09/2025 11:30 - 15/09/2025 12:00","CTA|NIE","975.00","N/A"
"15/09/2025 12:00 - 15/09/2025 12:30","CTA|NIE","952.00","N/A"
"15/09/2025 12:30 - 15/09/2025 13:00","CTA|NIE","929.00","N/A"
"15/09/2025 13:00 - 15/09/2025 13:30","CTA|NIE","899.00","N/A"
"15/09/2025 13:30 - 15/09/2025 14:00","CTA|NIE","899.00","N/A"
"15/09/2025 14:00 - 15/09/2025 14:30","CTA|NIE","883.00","N/A"
"15/09/2025 14:30 - 15/09/2025 15:00","CTA|NIE","846.00","N/A"
"15/09/2025 15:00 - 15/09/2025 15:30","CTA|NIE","842.00","N/A"
"15/09/2025 15:30 - 15/09/2025 16:00","CTA|NIE","845.00","N/A"
"15/09/2025 16:00 - 15/09/2025 16:30","CTA|NIE","847.00","N/A"
"15/09/2025 16:30 - 15/09/2025 17:00","CTA|NIE","844.00","N/A"
"15/09/2025 17:00 - 15/09/2025 17:30","CTA|NIE","864.00","N/A"
"15/09/2025 17:30 - 15/09/2025 18:00","CTA|NIE","917.00","N/A"
"15/09/2025 18:00 - 15/09/2025 18:30","CTA|NIE","977.00","N/A"
"15/09/2025 18:30 - 15/09/2025 19:00","CTA|NIE","999.00","N/A"
"15/09/2025 19:00 - 15/09/2025 19:30","CTA|NIE","983.00","N/A"
"15/09/2025 19:30 - 15/09/2025 20:00","CTA|NIE","948.00","N/A"
"15/09/2025 20:00 - 15/09/2025 20:30","CTA|NIE","933.00","N/A"
"15/09/2025 20:30 - 15/09/2025 21:00","CTA|NIE","928.00","N/A"
"15/09/2025 21:00 - 15/09/2025 21:30","CTA|NIE","930.00","N/A"
"15/09/2025 21:30 - 15/09/2025 22:00","CTA|NIE","919.00","N/A"
"15/09/2025 22:00 - 15/09/2025 22:30","CTA|NIE","870.00","N/A"
"15/09/2025 22:30 - 15/09/2025 23:00","CTA|NIE","826.00","N/A"
"15/09/2025 23:00 - 15/09/2025 23:30","CTA|NIE","N/A","N/A"
"15/09/2025 23:30 - 16/09/2025 00:00","CTA|NIE","N/A","N/A"
"16/09/2025 00:00 - 16/09/2025 00:30","CTA|NIE","661.00","N/A"
"16/09/2025 00:30 - 16/09/2025 01:00","CTA|NIE","619.00","N/A"
"16/09/2025 01:00 - 16/09/2025 01:30","CTA|NIE","582.00","N/A"
"16/09/2025 01:30 - 16/09/2025 02:00","CTA|NIE","554.00","N/A"
"16/09/2025 02:00 - 16/09/2025 02:30","CTA|NIE","548.00","N/A"
"16/09/2025 02:30 - 16/09/2025 03:00","CTA|NIE","542.00","N/A"
"16/09/2025 03:00 - 16/09/2025 03:30","CTA|NIE","546.00","N/A"
"16/09/2025 03:30 - 16/09/2025 04:00","CTA|NIE","568.00","N/A"
"16/09/2025 04:00 - 16/09/2025 04:30","CTA|NIE","559.00","N/A"
"16/09/2025 04:30 - 16/09/2025 05:00","CTA|NIE","557.00","N/A"
"16/09/2025 05:00 - 16/09/2025 05:30","CTA|NIE","547.00","N/A"
"16/09/2025 05:30 - 16/09/2025 06:00","CTA|NIE","557.00","N/A"
"16/09/2025 06:00 - 16/09/2025 06:30","CTA|NIE","558.00","N/A"
"16/09/2025 06:30 - 16/09/2025 07:00","CTA|NIE","575.00","N/A"
"16/09/2025 07:00 - 16/09/2025 07:30","CTA|NIE","620.00","N/A"
"16/09/2025 07:30 - 16/09/2025 08:00","CTA|NIE","704.00","N/A"
"16/09/2025 08:00 - 16/09/2025 08:30","CTA|NIE","788.00","N/A"
"16/09/2025 08:30 - 16/09/2025 09:00","CTA|NIE","899.00","N/A"
"16/09/2025 09:00 - 16/09/2025 09:30","CTA|NIE","951.00","N/A"
"16/09/2025 09:30 - 16/09/2025 10:00","CTA|NIE","974.00","N/A"
"16/09/2025 10:00 - 16/09/2025 10:30","CTA|NIE","974.00","N/A"
"16/09/2025 10:30 - 16/09/2025 11:00","CTA|NIE","971.00","N/A"
"16/09/2025 11:00 - 16/09/2025 11:30","CTA|NIE","N/A","N/A"
"16/09/2025 11:30 - 16/09/2025 12:00","CTA|NIE","N/A","N/A"
"16/09/2025 12:00 - 16/09/2025 12:30","CTA|NIE","N/A","N/A"
"16/09/2025 12:30 - 16/09/2025 13:00","CTA|NIE","N/A","N/A"
"16/09/2025 13:00 - 16/09/2025 13:30","CTA|NIE","898.00","N/A"
"16/09/2025 13:30 - 16/09/2025 14:00","CTA|NIE","892.00","N/A"
"16/09/2025 14:00 - 16/09/2025 14:30","CTA|NIE","893.00","N/A"
"16/09/2025 14:30 - 16/09/2025 15:00","CTA|NIE","877.00","N/A"
"16/09/2025 15:00 - 16/09/2025 15:30","CTA|NIE","886.00","N/A"
"16/09/2025 15:30 - 16/09/2025 16:00","CTA|NIE","881.00","N/A"
"16/09/2025 16:00 - 16/09/2025 16:30","CTA|NIE","884.00","N/A"
"16/09/2025 16:30 - 16/09/2025 17:00","CTA|NIE","907.00","N/A"
"16/09/2025 17:00 - 16/09/2025 17:30","CTA|NIE","930.00","N/A"
"16/09/2025 17:30 - 16/09/2025 18:00","CTA|NIE","988.00","N/A"
"16/09/2025 18:00 - 16/09/2025 18:30","CTA|NIE","1046.00","N/A"
"16/09/2025 18:30 - 16/09/2025 19:00","CTA|NIE","1073.00","N/A"
"16/09/2025 19:00 - 16/09/2025 19:30","CTA|NIE","1064.00","N/A"
"16/09/2025 19:30 - 16/09/2025 20:00","CTA|NIE","1037.00","N/A"
"16/09/2025 20:00 - 16/09/2025 20:30","CTA|NIE","1012.00","N/A"
"16/09/2025 20:30 - 16/09/2025 21:00","CTA|NIE","1021.00","N/A"
"16/09/2025 21:00 - 16/09/2025 21:30","CTA|NIE","1040.00","N/A"
"16/09/2025 21:30 - 16/09/2025 22:00","CTA|NIE","1013.00","N/A"
"16/09/2025 22:00 - 16/09/2025 22:30","CTA|NIE","975.00","N/A"
"16/09/2025 22:30 - 16/09/2025 23:00","CTA|NIE","910.00","N/A"
"16/09/2025 23:00 - 16/09/2025 23:30","CTA|NIE","847.00","N/A"
"16/09/2025 23:30 - 17/09/2025 00:00","CTA|NIE","779.00","N/A"
"17/09/2025 00:00 - 17/09/2025 00:30","CTA|NIE","729.00","N/A"
"17/09/2025 00:30 - 17/09/2025 01:00","CTA|NIE","673.00","N/A"
"17/09/2025 01:00 - 17/09/2025 01:30","CTA|NIE","629.00","N/A"
"17/09/2025 01:30 - 17/09/2025 02:00","CTA|NIE","599.00","N/A"
"17/09/2025 02:00 - 17/09/2025 02:30","CTA|NIE","580.00","N/A"
"17/09/2025 02:30 - 17/09/2025 03:00","CTA|NIE","571.00","N/A"
"17/09/2025 03:00 - 17/09/2025 03:30","CTA|NIE","573.00","N/A"
"17/09/2025 03:30 - 17/09/2025 04:00","CTA|NIE","589.00","N/A"
"17/09/2025 04:00 - 17/09/2025 04:30","CTA|NIE","573.00","N/A"
"17/09/2025 04:30 - 17/09/2025 05:00","CTA|NIE","551.00","N/A"
"17/09/2025 05:00 - 17/09/2025 05:30","CTA|NIE","N/A","N/A"
"17/09/2025 05:30 - 17/09/2025 06:00","CTA|NIE","N/A","N/A"
"17/09/2025 06:00 - 17/09/2025 06:30","CTA|NIE","534.00","N/A"
"17/09/2025 06:30 - 17/09/2025 07:00","CTA|NIE","564.00","N/A"
"17/09/2025 07:00 - 17/09/2025 07:30","CTA|NIE","617.00","N/A"
"17/09/2025 07:30 - 17/09/2025 08:00","CTA|NIE","699.00","N/A"
"17/09/2025 08:00 - 17/09/2025 08:30","CTA|NIE","799.00","N/A"
"17/09/2025 08:30 - 17/09/2025 09:00","CTA|NIE","898.00","N/A"
"17/09/2025 09:00 - 17/09/2025 09:30","CTA|NIE","941.00","N/A"
"17/09/2025 09:30 - 17/09/2025 10:00","CTA|NIE","960.00","N/A"
"17/09/2025 10:00 - 17/09/2025 10:30","CTA|NIE","965.00","N/A"
"17/09/2025 10:30 - 17/09/2025 11:00","CTA|NIE","955.00","N/A"
"17/09/2025 11:00 - 17/09/2025 11:30","CTA|NIE","942.00","N/A"
"17/09/2025 11:30 - 17/09/2025 12:00","CTA|NIE","908.00","N/A"
"17/09/2025 12:00 - 17/09/2025 12:30","CTA|NIE","901.00","N/A"
"17/09/2025 12:30 - 17/09/2025 13:00","CTA|NIE","895.00","N/A"
"17/09/2025 13:00 - 17/09/2025 13:30","CTA|NIE","882.00","N/A"
"17/09/2025 13:30 - 17/09/2025 14:00","CTA|NIE","893.00","N/A"
"17/09/2025 14:00 - 17/09/2025 14:30","CTA|NIE","876.00","N/A"
"17/09/2025 14:30 - 17/09/2025 15:00","CTA|NIE","833.00","N/A"
"17/09/2025 15:00 - 17/09/2025 15:30","CTA|NIE","822.00","N/A"
"17/09/2025 15:30 - 17/09/2025 16:00","CTA|NIE","818.00","N/A"
"17/09/2025 16:00 - 17/09/2025 16:30","CTA|NIE","802.00","N/A"
"17/09/2025 16:30 - 17/09/2025 17:00","CTA|NIE","816.00","N/A"
"17/09/2025 17:00 - 17/09/2025 17:30","CTA|NIE","864.00","N/A"
"17/09/2025 17:30 - 17/09/2025 18:00","CTA|NIE","889.00","N/A"
"17/09/2025 18:00 - 17/09/2025 18:30","CTA|NIE","951.00","N/A"
"17/09/2025 18:30 - 17/09/2025 19:00","CTA|NIE","959.00","N/A"
"17/09/2025 19:00 - 17/09/2025 19:30","CTA|NIE","952.00","N/A"
"17/09/2025 19:30 - 17/09/2025 20:00","CTA|NIE","929.00","N/A"
"17/09/2025 20:00 - 17/09/2025 20:30","CTA|NIE","905.00","N/A"
"17/09/2025 20:30 - 17/09/2025 21:00","CTA|NIE","923.00","N/A"
"17/09/2025 21:00 - 17/09/2025 21:30","CTA|NIE","936.00","N/A"
"17/09/2025 21:30 - 17/09/2025 22:00","CTA|NIE","909.00","N/A"
"17/09/2025 22:00 - 17/09/2025 22:30","CTA|NIE","879.00","N/A"
"17/09/2025 22:30 - 17/09/2025 23:00","CTA|NIE","819.00","N/A"
"17/09/2025 23:00 - 17/09/2025 23:30","CTA|NIE","N/A","N/A"
"17/09/2025 23:30 - 18/09/2025 00:00","CTA|NIE","N/A","N/A"
"18/09/2025 00:00 - 18/09/2025 00:30","CTA|NIE","660.00","N/A"
"18/09/2025 00:30 - 18/09/2025 01:00","CTA|NIE","611.00","N/A"
"18/09/2025 01:00 - 18/09/2025 01:30","CTA|NIE","580.00","N/A"
"18/09/2025 01:30 - 18/09/2025 02:00","CTA|NIE","559.00","N/A"
"18/09/2025 02:00 - 18/09/2025 02:30","CTA|NIE","539.00","N/A"
"18/09/2025 02:30 - 18/09/2025 03:00","CTA|NIE","524.00","N/A"
"18/09/2025 03:00 - 18/09/2025 03:30","CTA|NIE","515.00","N/A"
"18/09/2025 03:30 - 18/09/2025 04:00","CTA|NIE","530.00","N/A"
"18/09/2025 04:00 - 18/09/2025 04:30","CTA|NIE","532.00","N/A"
"18/09/2025 04:30 - 18/09/2025 05:00","CTA|NIE","528.00","N/A"
"18/09/2025 05:00 - 18/09/2025 05:30","CTA|NIE","523.00","N/A"
"18/09/2025 05:30 - 18/09/2025 06:00","CTA|NIE","539.00","N/A"
"18/09/2025 06:00 - 18/09/2025 06:30","CTA|NIE","545.00","N/A"
"18/09/2025 06:30 - 18/09/2025 07:00","CTA|NIE","582.00","N/A"
"18/09/2025 07:00 - 18/09/2025 07:30","CTA|NIE","613.00","N/A"
"18/09/2025 07:30 - 18/09/2025 08:00","CTA|NIE","687.00","N/A"
"18/09/2025 08:00 - 18/09/2025 08:30","CTA|NIE","771.00","N/A"
"18/09/2025 08:30 - 18/09/2025 09:00","CTA|NIE","886.00","N/A"
"18/09/2025 09:00 - 18/09/2025 09:30","CTA|NIE","941.00","N/A"
"18/09/2025 09:30 - 18/09/2025 10:00","CTA|NIE","950.00","N/A"
"18/09/2025 10:00 - 18/09/2025 10:30","CTA|NIE","959.00","N/A"
"18/09/2025 10:30 - 18/09/2025 11:00","CTA|NIE","970.00","N/A"
"18/09/2025 11:00 - 18/09/2025 11:30","CTA|NIE","972.00","N/A"
"18/09/2025 11:30 - 18/09/2025 12:00","CTA|NIE","974.00","N/A"
"18/09/2025 12:00 - 18/09/2025 12:30","CTA|NIE","965.00","N/A"
"18/09/2025 12:30 - 18/09/2025 13:00","CTA|NIE","968.00","N/A"
"18/09/2025 13:00 - 18/09/2025 13:30","CTA|NIE","978.00","N/A"
"18/09/2025 13:30 - 18/09/2025 14:00","CTA|NIE","970.00","N/A"
"18/09/2025 14:00 - 18/09/2025 14:30","CTA|NIE","969.00","N/A"
"18/09/2025 14:30 - 18/09/2025 15:00","CTA|NIE","969.00","N/A"
"18/09/2025 15:00 - 18/09/2025 15:30","CTA|NIE","N/A","N/A"
"18/09/2025 15:30 - 18/09/2025 16:00","CTA|NIE","N/A","N/A"
"18/09/2025 16:00 - 18/09/2025 16:30","CTA|NIE","964.00","N/A"
"18/09/2025 16:30 - 18/09/2025 17:00","CTA|NIE","988.00","N/A"
"18/09/2025 17:00 - 18/09/2025 17:30","CTA|NIE","1002.00","N/A"
"18/09/2025 17:30 - 18/09/2025 18:00","CTA|NIE","1038.00","N/A"
"18/09/2025 18:00 - 18/09/2025 18:30","CTA|NIE","1064.00","N/A"
"18/09/2025 18:30 - 18/09/2025 19:00","CTA|NIE","1060.00","N/A"
"18/09/2025 19:00 - 18/09/2025 19:30","CTA|NIE","1013.00","N/A"
"18/09/2025 19:30 - 18/09/2025 20:00","CTA|NIE","1009.00","N/A"
"18/09/2025 20:00 - 18/09/2025 20:30","CTA|NIE","979.00","N/A"
"18/09/2025 20:30 - 18/09/2025 21:00","CTA|NIE","974.00","N/A"
"18/09/2025 21:00 - 18/09/2025 21:30","CTA|NIE","992.00","N/A"
"18/09/2025 21:30 - 18/09/2025 22:00","CTA|NIE","964.00","N/A"
"18/09/2025 22:00 - 18/09/2025 22:30","CTA|NIE","921.00","N/A"
"18/09/2025 22:30 - 18/09/2025 23:00","CTA|NIE","867.00","N/A"
"18/09/2025 23:00 - 18/09/2025 23:30","CTA|NIE","816.00","N/A"
"18/09/2025 23:30 - 19/09/2025 00:00","CTA|NIE","754.00","N/A"
"19/09/2025 00:00 - 19/09/2025 00:30","CTA|NIE","702.00","N/A"
"19/09/2025 00:30 - 19/09/2025 01:00","CTA|NIE","644.00","N/A"
"19/09/2025 01:00 - 19/09/2025 01:30","CTA|NIE","596.00","N/A"
"19/09/2025 01:30 - 19/09/2025 02:00","CTA|NIE","568.00","N/A"
"19/09/2025 02:00 - 19/09/2025 02:30","CTA|NIE","546.00","N/A"
"19/09/2025 02:30 - 19/09/2025 03:00","CTA|NIE","536.00","N/A"
"19/09/2025 03:00 - 19/09/2025 03:30","CTA|NIE","529.00","N/A"
"19/09/2025 03:30 - 19/09/2025 04:00","CTA|NIE","553.00","N/A"
"19/09/2025 04:00 - 19/09/2025 04:30","CTA|NIE","547.00","N/A"
"19/09/2025 04:30 - 19/09/2025 05:00","CTA|NIE","546.00","N/A"
"19/09/2025 05:00 - 19/09/2025 05:30","CTA|NIE","560.00","N/A"
"19/09/2025 05:30 - 19/09/2025 06:00","CTA|NIE","573.00","N/A"
"19/09/2025 06:00 - 19/09/2025 06:30","CTA|NIE","588.00","N/A"
"19/09/2025 06:30 - 19/09/2025 07:00","CTA|NIE","611.00","N/A"
"19/09/2025 07:00 - 19/09/2025 07:30","CTA|NIE","667.00","N/A"
"19/09/2025 07:30 - 19/09/2025 08:00","CTA|NIE","741.00","N/A"
"19/09/2025 08:00 - 19/09/2025 08:30","CTA|NIE","822.00","N/A"
"19/09/2025 08:30 - 19/09/2025 09:00","CTA|NIE","930.00","N/A"
"19/09/2025 09:00 - 19/09/2025 09:30","CTA|NIE","980.00","N/A"
"19/09/2025 09:30 - 19/09/2025 10:00","CTA|NIE","1005.00","N/A"
"19/09/2025 10:00 - 19/09/2025 10:30","CTA|NIE","1013.00","N/A"
"19/09/2025 10:30 - 19/09/2025 11:00","CTA|NIE","1021.00","N/A"
"19/09/2025 11:00 - 19/09/2025 11:30","CTA|NIE","1009.00","N/A"
"19/09/2025 11:30 - 19/09/2025 12:00","CTA|NIE","1002.00","N/A"
"19/09/2025 12:00 - 19/09/2025 12:30","CTA|NIE","986.00","N/A"
"19/09/2025 12:30 - 19/09/2025 13:00","CTA|NIE","965.00","N/A"
"19/09/2025 13:00 - 19/09/2025 13:30","CTA|NIE","944.00","N/A"
"19/09/2025 13:30 - 19/09/2025 14:00","CTA|NIE","939.00","N/A"
"19/09/2025 14:00 - 19/09/2025 14:30","CTA|NIE","924.00","N/A"
"19/09/2025 14:30 - 19/09/2025 15:00","CTA|NIE","918.00","N/A"
"19/09/2025 15:00 - 19/09/2025 15:30","CTA|NIE","907.00","N/A"
"19/09/2025 15:30 - 19/09/2025 16:00","CTA|NIE","893.00","N/A"
"19/09/2025 16:00 - 19/09/2025 16:30","CTA|NIE","877.00","N/A"
"19/09/2025 16:30 - 19/09/2025 17:00","CTA|NIE","893.00","N/A"
"19/09/2025 17:00 - 19/09/2025 17:30","CTA|NIE","901.00","N/A"
"19/09/2025 17:30 - 19/09/2025 18:00","CTA|NIE","930.00","N/A"
"19/09/2025 18:00 - 19/09/2025 18:30","CTA|NIE","966.00","N/A"
"19/09/2025 18:30 - 19/09/2025 19:00","CTA|NIE","1005.00","N/A"
"19/09/2025 19:00 - 19/09/2025 19:30","CTA|NIE","1001.00","N/A"
"19/09/2025 19:30 - 19/09/2025 20:00","CTA|NIE","984.00","N/A"
"19/09/2025 20:00 - 19/09/2025 20:30","CTA|NIE","976.00","N/A"
"19/09/2025 20:30 - 19/09/2025 21:00","CTA|NIE","974.00","N/A"
"19/09/2025 21:00 - 19/09/2025 21:30","CTA|NIE","984.00","N/A"
"19/09/2025 21:30 - 19/09/2025 22:00","CTA|NIE","956.00","N/A"
"19/09/2025 22:00 - 19/09/2025 22:30","CTA|NIE","924.00","N/A"
"19/09/2025 22:30 - 19/09/2025 23:00","CTA|NIE","877.00","N/A"
"19/09/2025 23:00 - 19/09/2025 23:30","CTA|NIE","832.00","N/A"
"19/09/2025 23:30 - 20/09/2025 00:00","CTA|NIE","784.00","N/A"
"20/09/2025 00:00 - 20/09/2025 00:30","CTA|NIE","736.00","N/A"
"20/09/2025 00:30 - 20/09/2025 01:00","CTA|NIE","694.00","N/A"
"20/09/2025 01:00 - 20/09/2025 01:30","CTA|NIE","660.00","N/A"
"20/09/2025 01:30 - 20/09/2025 02:00","CTA|NIE","634.00","N/A"
"20/09/2025 02:00 - 20/09/2025 02:30","CTA|NIE","615.00","N/A"
"20/09/2025 02:30 - 20/09/2025 03:00","CTA|NIE","602.00","N/A"
"20/09/2025 03:00 - 20/09/2025 03:30","CTA|NIE","593.00","N/A"
"20/09/2025 03:30 - 20/09/2025 04:00","CTA|NIE","604.00","N/A"
"20/09/2025 04:00 - 20/09/2025 04:30","CTA|NIE","591.00","N/A"
"20/09/2025 04:30 - 20/09/2025 05:00","CTA|NIE","583.00","N/A"
"20/09/2025 05:00 - 20/09/2025 05:30","CTA|NIE","574.00","N/A"
"20/09/2025 05:30 - 20/09/2025 06:00","CTA|NIE","571.00","N/A"
"20/09/2025 06:00 - 20/09/2025 06:30","CTA|NIE","568.00","N/A"
"20/09/2025 06:30 - 20/09/2025 07:00","CTA|NIE","577.00","N/A"
"20/09/2025 07:00 - 20/09/2025 07:30","CTA|NIE","601.00","N/A"
"20/09/2025 07:30 - 20/09/2025 08:00","CTA|NIE","632.00","N/A"
"20/09/2025 08:00 - 20/09/2025 08:30","CTA|NIE","659.00","N/A"
"20/09/2025 08:30 - 20/09/2025 09:00","CTA|NIE","703.00","N/A"
"20/09/2025 09:00 - 20/09/2025 09:30","CTA|NIE","747.00","N/A"
"20/09/2025 09:30 - 20/09/2025 10:00","CTA|NIE","789.00","N/A"
"20/09/2025 10:00 - 20/09/2025 10:30","CTA|NIE","817.00","N/A"
"20/09/2025 10:30 - 20/09/2025 11:00","CTA|NIE","834.00","N/A"
"20/09/2025 11:00 - 20/09/2025 11:30","CTA|NIE","820.00","N/A"
"20/09/2025 11:30 - 20/09/2025 12:00","CTA|NIE","839.00","N/A"
"20/09/2025 12:00 - 20/09/2025 12:30","CTA|NIE","836.00","N/A"
"20/09/2025 12:30 - 20/09/2025 13:00","CTA|NIE","824.00","N/A"
"20/09/2025 13:00 - 20/09/2025 13:30","CTA|NIE","822.00","N/A"
"20/09/2025 13:30 - 20/09/2025 14:00","CTA|NIE","812.00","N/A"
"20/09/2025 14:00 - 20/09/2025 14:30","CTA|NIE","805.00","N/A"
"20/09/2025 14:30 - 20/09/2025 15:00","CTA|NIE","797.00","N/A"
"20/09/2025 15:00 - 20/09/2025 15:30","CTA|NIE","772.00","N/A"
"20/09/2025 15:30 - 20/09/2025 16:00","CTA|NIE","766.00","N/A"
"20/09/2025 16:00 - 20/09/2025 16:30","CTA|NIE","760.00","N/A"
"20/09/2025 16:30 - 20/09/2025 17:00","CTA|NIE","751.00","N/A"
"20/09/2025 17:00 - 20/09/2025 17:30","CTA|NIE","762.00","N/A"
"20/09/2025 17:30 - 20/09/2025 18:00","CTA|NIE","792.00","N/A"
"20/09/2025 18:00 - 20/09/2025 18:30","CTA|NIE","827.00","N/A"
"20/09/2025 18:30 - 20/09/2025 19:00","CTA|NIE","855.00","N/A"
"20/09/2025 19:00 - 20/09/2025 19:30","CTA|NIE","853.00","N/A"
"20/09/2025 19:30 - 20/09/2025 20:00","CTA|NIE","842.00","N/A"
"20/09/2025 20:00 - 20/09/2025 20:30","CTA|NIE","817.00","N/A"
"20/09/2025 20:30 - 20/09/2025 21:00","CTA|NIE","821.00","N/A"
"20/09/2025 21:00 - 20/09/2025 21:30","CTA|NIE","839.00","N/A"
"20/09/2025 21:30 - 20/09/2025 22:00","CTA|NIE","793.00","N/A"
"20/09/2025 22:00 - 20/09/2025 22:30","CTA|NIE","757.00","N/A"
"20/09/2025 22:30 - 20/09/2025 23:00","CTA|NIE","738.00","N/A"
"20/09/2025 23:00 - 20/09/2025 23:30","CTA|NIE","711.00","N/A"
"20/09/2025 23:30 - 21/09/2025 00:00","CTA|NIE","668.00","N/A"
"21/09/2025 00:00 - 21/09/2025 00:30","CTA|NIE","625.00","N/A"
"21/09/2025 00:30 - 21/09/2025 01:00","CTA|NIE","585.00","N/A"
"21/09/2025 01:00 - 21/09/2025 01:30","CTA|NIE","562.00","N/A"
"21/09/2025 01:30 - 21/09/2025 02:00","CTA|NIE","539.00","N/A"
"21/09/2025 02:00 - 21/09/2025 02:30","CTA|NIE","525.00","N/A"
"21/09/2025 02:30 - 21/09/2025 03:00","CTA|NIE","517.00","N/A"
"21/09/2025 03:00 - 21/09/2025 03:30","CTA|NIE","511.00","N/A"
"21/09/2025 03:30 - 21/09/2025 04:00","CTA|NIE","516.00","N/A"
"21/09/2025 04:00 - 21/09/2025 04:30","CTA|NIE","506.00","N/A"
"21/09/2025 04:30 - 21/09/2025 05:00","CTA|NIE","495.00","N/A"
"21/09/2025 05:00 - 21/09/2025 05:30","CTA|NIE","490.00","N/A"
"21/09/2025 05:30 - 21/09/2025 06:00","CTA|NIE","490.00","N/A"
"21/09/2025 06:00 - 21/09/2025 06:30","CTA|NIE","500.00","N/A"
"21/09/2025 06:30 - 21/09/2025 07:00","CTA|NIE","494.00","N/A"
"21/09/2025 07:00 - 21/09/2025 07:30","CTA|NIE","516.00","N/A"
"21/09/2025 07:30 - 21/09/2025 08:00","CTA|NIE","541.00","N/A"
"21/09/2025 08:00 - 21/09/2025 08:30","CTA|NIE","561.00","N/A"
"21/09/2025 08:30 - 21/09/2025 09:00","CTA|NIE","588.00","N/A"
"21/09/2025 09:00 - 21/09/2025 09:30","CTA|NIE","624.00","N/A"
"21/09/2025 09:30 - 21/09/2025 10:00","CTA|NIE","668.00","N/A"
"21/09/2025 10:00 - 21/09/2025 10:30","CTA|NIE","705.00","N/A"
"21/09/2025 10:30 - 21/09/2025 11:00","CTA|NIE","733.00","N/A"
"21/09/2025 11:00 - 21/09/2025 11:30","CTA|NIE","732.00","N/A"
"21/09/2025 11:30 - 21/09/2025 12:00","CTA|NIE","747.00","N/A"
"21/09/2025 12:00 - 21/09/2025 12:30","CTA|NIE","741.00","N/A"
"21/09/2025 12:30 - 21/09/2025 13:00","CTA|NIE","754.00","N/A"
